cityID,time,t,fid,x,y,water,PC1,PC2,PC3,PC4
1,2010,3,63,117.3328025,39.2945395,207680.0156,-2.844561174,1.42456456,3.694400904,2.757799693
2,2010,3,64,115.0556983,38.8862,386077.3125,0.142200844,2.207986068,0.5821779,2.928867672
3,2010,3,65,112.2910057,37.57371516,361227.4688,0.393783726,2.681354445,-2.415040607,1.964317818
4,2010,3,66,111.624073,41.58407166,249263.4688,0.544309285,2.104313676,-1.946124122,0.47593588
5,2010,3,67,124.0472795,41.55091067,610400.4375,-0.099354695,2.48704234,0.639140625,-0.598228535
6,2010,3,68,126.1893961,43.66493432,577302.125,0.93692093,3.552058663,-0.306789514,-0.925865167
7,2010,3,69,128.135853,46.95166178,330214.3125,3.671334515,3.212154301,-2.499113898,-0.681215737
8,2010,3,70,121.4151598,31.08465728,218620,-1.655587908,-2.897072114,2.833278432,-0.87052206
9,2010,3,71,120.5538215,32.20300618,756069.9375,1.952612444,-0.409369348,1.82879745,0.756097122
10,2010,3,72,120.0709758,29.17555776,850360.125,-2.36235985,-2.417672946,2.409268021,-1.931130565
11,2010,3,73,117.2258163,31.82631484,340470.0313,2.515697387,0.232286467,-0.150190043,1.013178951
12,2010,3,74,117.9817861,26.08380415,873921.1875,-1.246545029,-2.784744396,2.060085169,-2.402963197
13,2010,3,75,111.7080139,27.60713887,824522.125,0.310700614,-2.044457571,-0.824653348,-3.544601154
14,2010,3,76,115.7205187,27.61361806,861420,0.638240019,1.38104072,2.643889796,2.995104766
15,2010,3,77,118.1537918,36.35127141,509110.5,2.996014018,1.269248079,0.87438646,2.902562476
16,2010,3,78,113.6135136,33.88226127,441911.3125,1.790269095,-1.499004918,0.866197381,-0.694976098
17,2010,3,79,112.268591,30.97568911,791700.0625,1.137485934,-1.756820068,-0.02099646,-2.932021743
18,2010,3,80,113.4276925,23.71031747,1315200.125,0.083153794,-2.342639074,0.907532759,-2.465813589
19,2010,3,81,108.7866601,23.82858447,658332.0625,1.034111401,-1.856967054,-0.52245821,-2.197362521
20,2010,3,82,109.74311,19.19713384,879473.9375,-0.944833299,-3.131161486,0.653872886,-2.399430401
21,2010,3,83,107.8751823,30.05912925,736551.9375,0.997610021,-0.392597105,-1.039713499,-1.426979598
22,2010,3,84,102.6923498,30.62979532,255966.5938,2.707437743,0.202326147,-1.000939255,-0.193085908
23,2010,3,85,106.8741124,26.81589901,690274.5,0.732843171,-0.406934373,-2.47040303,-1.005378326
24,2010,3,86,101.861664,24.22399975,741535.375,1.455677168,0.213709977,-1.936305807,-0.392120384
25,2010,3,87,88.44235547,31.49119642,295689.625,-6.644054668,-0.538332696,-0.339730687,1.108367373
26,2010,3,88,108.367283,33.77575343,379821.7188,1.4863073,1.293922823,-1.195065621,2.164702977
27,2010,3,89,96.43045075,40.50407365,80397.625,-0.376283063,0.098309875,-1.963636475,1.753457379
28,2010,3,90,96.03756481,35.67094527,122420.0078,-3.633143172,-2.209315528,-3.313622406,0.729773452
29,2010,3,91,105.9722025,37.19338985,253212.75,-0.438104648,0.10482611,-0.851278347,0.720076359
30,2010,3,92,85.19105645,41.11736074,51799.90234,-2.066040752,-1.750294911,2.433911765,1.540842192
0,2015,4,93,116.4104734,40.18506957,381122.3125,-3.855057228,1.034087604,4.884083134,1.602295389
1,2015,4,94,117.3328025,39.2945395,216640.0156,-2.078551523,2.029481999,2.324270765,2.430859747
2,2015,4,95,115.0556983,38.8862,370782.2813,-0.016482094,2.479083832,1.28103596,2.864909604
3,2015,4,96,112.2910057,37.57371516,351173.5,-0.012197071,3.2200233,-1.09619193,1.795522157
4,2015,4,97,111.624073,41.58407166,228091.5469,0.624283962,2.703322506,-0.51574252,0.48559801
5,2015,4,98,124.0472795,41.55091067,586318.125,-0.549435972,2.682322703,0.980442682,-0.522197499
6,2015,4,99,126.1893961,43.66493432,547887,0.672090658,4.021538279,0.776353243,-1.228177283
7,2015,4,100,128.135853,46.95166178,334613.4375,3.121644206,3.962949106,-0.739192379,-0.919750474
8,2015,4,101,121.4151598,31.08465728,215459.9844,-1.956052445,-2.970555589,2.89799678,-1.163999269
9,2015,4,102,120.5538215,32.20300618,753830,1.793984764,-0.249551746,2.0649636,0.815101457
10,2015,4,103,120.0709758,29.17555776,834050,-2.69154414,-1.984547024,3.030000012,-1.470684254
11,2015,4,104,117.2258163,31.82631484,338220.0313,2.015765279,0.486475038,0.956910271,1.279834441
12,2015,4,105,117.9817861,26.08380415,867913.125,-1.805352517,-2.81501883,2.476808075,-2.210060386
13,2015,4,106,111.7080139,27.60713887,809427.625,0.755350031,-2.123787865,-0.695358858,-3.663193018
14,2015,4,107,115.7205187,27.61361806,827750,0.566977734,1.721220942,2.524272174,3.184588151
15,2015,4,108,118.1537918,36.35127141,488216.0313,2.972815947,1.608575201,1.381920701,3.059231968
16,2015,4,109,113.6135136,33.88226127,447806.9063,1.594275153,-1.212930032,1.125728828,-0.525096385
17,2015,4,110,112.268591,30.97568911,800730,0.942383887,-1.721263896,0.147413698,-2.653087373
18,2015,4,111,113.4276925,23.71031747,1349800,-0.042505506,-2.459273629,1.136806273,-2.380830089
19,2015,4,112,108.7866601,23.82858447,668168.5625,0.626873182,-1.770518182,0.218035068,-2.011979847
20,2015,4,113,109.74311,19.19713384,887866.8125,-2.091684561,-3.753742981,2.088355766,-2.358561615
21,2015,4,114,107.8751823,30.05912925,733949.25,0.441566586,-0.744740025,-0.91834346,-1.717447786
22,2015,4,115,102.6923498,30.62979532,256561.5781,2.315579892,0.242734661,-0.554930207,-0.271935301
23,2015,4,116,106.8741124,26.81589901,695768.375,0.161077022,-0.916827812,-2.997574901,-0.941388728
24,2015,4,117,101.861664,24.22399975,788613.3125,1.26315042,0.045169517,-1.113427866,-0.449465357
25,2015,4,118,88.44235547,31.49119642,245423.1406,-8.189952862,-0.344832759,0.615376984,1.487129741
26,2015,4,119,108.367283,33.77575343,381569.8438,1.14367301,1.017256032,-0.147896526,2.030684027
27,2015,4,120,96.43045075,40.50407365,60599.42188,-0.833179052,0.490420092,-0.378689379,1.406702357
28,2015,4,121,96.03756481,35.67094527,117360,-3.401468823,-2.204996985,-2.915872037,0.288100872
29,2015,4,122,105.9722025,37.19338985,251021.0156,-1.084553264,0.061024164,-0.018307465,0.074471316
30,2015,4,123,85.19105645,41.11736074,65999.75781,-2.715348762,-1.651146479,4.38234427,1.459951794
0,2020,5,124,116.4104734,40.18506957,232340.0156,-7.489186015,0.045878154,9.576000306,2.033679141
1,2020,5,125,117.3328025,39.2945395,219280.0156,-1.208294564,2.780936644,2.60937091,1.880979379
2,2020,5,126,115.0556983,38.8862,391924.4688,0.477736145,3.076284794,1.024509496,2.746499281
3,2020,5,127,112.2910057,37.57371516,352740.0313,0.408751226,3.31380296,-1.27237908,1.314263749
4,2020,5,128,111.624073,41.58407166,296052.8438,1.210107286,2.68692716,-0.654926124,0.074257094
5,2020,5,129,124.0472795,41.55091067,607334,-0.505260223,3.462188393,1.411276254,-0.970661812
6,2020,5,130,126.1893961,43.66493432,556255.4375,0.431819586,4.392401049,0.328985208,-1.20237453
7,2020,5,131,128.135853,46.95166178,348035.4688,3.76118497,4.089931059,-0.984107026,-0.98159517
8,2020,5,132,121.4151598,31.08465728,328770.0313,-2.831969606,-3.240943888,4.41772388,-2.439515115
9,2020,5,133,120.5538215,32.20300618,220540.0156,1.561834692,0.071461993,2.317676191,1.147598988
10,2020,5,134,120.0709758,29.17555776,839924.5625,-3.177973773,-2.316966906,3.282137968,-1.283432763
11,2020,5,135,117.2258163,31.82631484,343500,2.234709873,1.276512301,0.91087766,1.630064059
12,2020,5,136,117.9817861,26.08380415,887890.875,-2.876056655,-2.954118474,4.560866955,-1.996651011
13,2020,5,137,111.7080139,27.60713887,829827.375,0.587693277,-2.037184146,-0.881696539,-3.660257653
14,2020,5,138,115.7205187,27.61361806,846414.9375,1.08336607,2.61269681,1.974221016,3.239908942
15,2020,5,139,118.1537918,36.35127141,564516.3125,3.299666434,1.959655199,1.346209734,3.034012506
16,2020,5,140,113.6135136,33.88226127,458361.5625,1.673990167,-0.710383188,0.711251978,-0.561076922
17,2020,5,141,112.268591,30.97568911,802410.0625,0.474667062,-1.591926807,0.680956458,-2.594245264
18,2020,5,142,113.4276925,23.71031747,845138,-0.321379402,-2.7437788,1.429336728,-2.507681148
19,2020,5,143,108.7866601,23.82858447,881544.4375,0.03781328,-2.074788632,0.146944658,-1.823714852
20,2020,5,144,109.74311,19.19713384,886236.8125,-3.405197631,-4.058668779,4.152199462,-2.034713964
21,2020,5,145,107.8751823,30.05912925,718196.5,-0.059734885,-0.966805023,-0.558542073,-1.947221761
22,2020,5,146,102.6923498,30.62979532,266976.25,1.837012393,0.465780615,-0.390629988,-0.73057253
23,2020,5,147,106.8741124,26.81589901,657160,-0.760458879,-1.78262226,-2.823448119,-1.505261174
24,2020,5,148,101.861664,24.22399975,677630.5,0.894836664,0.174306072,-0.864446282,-0.479409091
25,2020,5,149,88.44235547,31.49119642,311921.4375,-8.31387868,-0.636739291,0.303976658,1.007331014
26,2020,5,150,108.367283,33.77575343,397400.5625,1.003229676,1.165883498,-0.229224646,1.818476406
27,2020,5,151,96.43045075,40.50407365,18199.92969,-0.72237964,0.674903845,-0.261500524,1.385731971
28,2020,5,152,96.03756481,35.67094527,231923.0156,-3.634966689,-2.140359773,-3.268393622,0.657823929
29,2020,5,153,105.9722025,37.19338985,275965.6875,-1.186318026,0.013946764,0.359415525,0.073782583
30,2020,5,154,85.19105645,41.11736074,43399.99219,-2.644477202,-1.925528063,4.243941636,0.884236203
0,2023,6,155,116.4104734,40.18506957,405029.6563,-3.854848759,0.130918942,4.215524821,1.329712884
1,2023,6,156,117.3328025,39.2945395,414974.8125,-0.580710675,2.861220014,1.907815651,1.821071095
2,2023,6,157,115.0556983,38.8862,246819.9844,0.496255713,3.168145806,0.86029399,2.626467571
3,2023,6,158,112.2910057,37.57371516,359190.0313,0.26734903,3.325633848,-1.359035806,1.257219355
4,2023,6,159,111.624073,41.58407166,192523.8906,0.307588583,3.068954608,-0.517645361,0.337053253
5,2023,6,160,124.0472795,41.55091067,598668.75,-0.660064674,3.500827066,1.104497905,-0.894094106
6,2023,6,161,126.1893961,43.66493432,563877.1875,0.067426784,4.553774654,0.028908507,-1.165623673
7,2023,6,162,128.135853,46.95166178,345306.75,3.662858827,3.97334447,-2.114883075,-0.610368326
8,2023,6,163,121.4151598,31.08465728,337530,-2.188190565,-3.139376466,3.231731555,-2.303245296
9,2023,6,164,120.5538215,32.20300618,795899.9375,1.754112133,0.074389025,1.788887251,1.112197579
10,2023,6,165,120.0709758,29.17555776,847558.5,-2.595959904,-2.334035546,2.286189971,-1.125134904
11,2023,6,166,117.2258163,31.82631484,360060.0313,2.176299551,1.254328758,0.46093629,1.715373816
12,2023,6,167,117.9817861,26.08380415,898075,-2.313677891,-2.911822998,2.798846662,-2.129829548
13,2023,6,168,111.7080139,27.60713887,830623.9375,0.487358144,-1.98483266,-1.204468842,-3.474542947
14,2023,6,169,115.7205187,27.61361806,859080.3125,1.000435336,2.734954171,1.828631653,3.246550526
15,2023,6,170,118.1537918,36.35127141,528895.1875,3.165075504,2.07051811,0.998703396,3.07615514
16,2023,6,171,113.6135136,33.88226127,462183.0938,1.510252794,-0.765641671,0.117017658,-0.4278678
17,2023,6,172,112.268591,30.97568911,853790.0625,0.743725774,-1.626600498,-0.014711178,-2.563480906
18,2023,6,173,113.4276925,23.71031747,852291.375,-0.130972638,-2.708457492,0.786200511,-2.537874929
19,2023,6,174,108.7866601,23.82858447,875159.4375,0.230816833,-2.122851166,-0.522523772,-1.783223003
20,2023,6,175,109.74311,19.19713384,884453.5,-4.037160281,-4.007677076,3.893636441,-1.903302487
21,2023,6,176,107.8751823,30.05912925,448044.875,-0.179990398,-1.139115316,-1.751730841,-1.710891722
22,2023,6,177,102.6923498,30.62979532,262478.9688,1.749268132,0.27282892,-1.370952854,-0.639931554
23,2023,6,178,106.8741124,26.81589901,709271.0625,-0.873910136,-1.50249613,-3.592225138,-1.205429023
24,2023,6,179,101.861664,24.22399975,490837.6563,0.628970654,0.202585994,-1.472593592,-0.448282093
25,2023,6,180,88.44235547,31.49119642,305758.7188,-9.004136269,-0.391104022,0.089900218,1.219201095
26,2023,6,181,108.367283,33.77575343,409618,0.979862331,1.097840675,-0.571695213,1.76748598
27,2023,6,182,96.43045075,40.50407365,54000.00391,-0.988375349,0.638046325,-0.225032023,1.382723872
28,2023,6,183,96.03756481,35.67094527,240321.8594,-3.706971052,-2.090612409,-3.63935693,0.52846862
29,2023,6,184,105.9722025,37.19338985,227975.8906,-1.864084672,0.146585674,0.305969066,0.084363049
30,2023,6,185,85.19105645,41.11736074,54299.79297,-3.298438511,-1.574821295,5.194149181,1.171315546
